"id","occasion","time","y","x","xcom","group"
3,20,20,4.01436744595047,2.40667831549504,2.40667831549504,1
3,21,21,4.40276749476036,3.61006647882452,3.61006647882452,1
3,22,22,4.52534193069915,4.3396560734032,4.3396560734032,1
3,23,23,4.25427716959086,3.76243299579068,3.76243299579068,1
3,24,24,4.69348163008144,3.73407606546935,3.73407606546935,1
4,0,0,4.53021245518162,4.61807883641069,4.61807883641069,0
4,1,1,5.16373664130584,4.69521356785334,4.69521356785334,0
4,2,2,4.45153330451442,3.18676167890261,3.18676167890261,0
4,3,3,5.10321268800764,2.98462329081447,2.98462329081447,0
4,4,4,4.85131469427574,2.68342810402163,2.68342810402163,0
4,5,5,4.90706017914933,2.77641195510324,2.77641195510324,0
4,6,6,4.05761761365236,3.35944318742888,3.35944318742888,0
4,7,7,4.99873430858461,3.68004065925443,3.68004065925443,0
4,8,8,4.02131488651773,3.02634847290564,3.02634847290564,0
4,9,9,5.40577337298147,1.89978372657165,1.89978372657165,0
4,10,10,4.4585635302578,1.92883886481297,1.92883886481297,0
4,11,11,5.38025317717388,2.82828131578529,2.82828131578529,0
4,12,12,5.35538852030549,2.48870831569394,2.48870831569394,0
4,13,13,4.46910087895216,4.46519245983738,4.46519245983738,0
4,14,14,5.35398862312076,1.63385646074092,1.63385646074092,0
4,15,15,4.31277153069499,3.63413083439577,3.63413083439577,0
4,16,16,4.15670855936798,3.42302038738884,3.42302038738884,0
4,17,17,NA,NA,3.17960146849149,0
4,18,18,NA,NA,3.43552461642054,0
4,19,19,NA,NA,2.6871800118411,0
4,20,20,NA,NA,4.26663447513504,0
4,21,21,NA,NA,3.67362955559509,0
4,22,22,NA,NA,1.2143989824301,0
4,23,23,NA,NA,5.68727332463612,0
4,24,24,NA,NA,4.23297824154546,0
5,0,0,4.05200925648624,5.82392537083088,5.82392537083088,0
5,1,1,4.88841151668472,5.18390424100552,5.18390424100552,0
5,2,2,6.02768974676313,5.8090759835071,5.8090759835071,0
5,3,3,4.38476126749389,3.96435588418956,3.96435588418956,0
5,4,4,5.16637938063843,7.53776967223065,7.53776967223065,0
5,5,5,3.01744712095255,4.56157950969658,4.56157950969658,0
5,6,6,5.24550687853071,3.67400541911261,3.67400541911261,0
5,7,7,4.6648487660785,4.9439317470238,4.9439317470238,0
5,8,8,3.90759892731802,6.20151003757073,6.20151003757073,0
5,9,9,3.96904566155739,4.49432788874236,4.49432788874236,0
5,10,10,4.06884009787361,5.06290903414954,5.06290903414954,0
5,11,11,5.32289973089654,4.99799928115433,4.99799928115433,0
5,12,12,4.02647614342013,6.63676843071073,6.63676843071073,0
5,13,13,4.73623425727845,3.6301202924303,3.6301202924303,0
5,14,14,4.0238964954481,5.77711707558121,5.77711707558121,0
5,15,15,4.87069195327126,4.54814350440115,4.54814350440115,0
5,16,16,3.7454744053291,5.5691646181652,5.5691646181652,0
5,17,17,4.32645880461404,4.68701023633794,4.68701023633794,0
5,18,18,3.82802230276675,5.64914633289435,5.64914633289435,0
5,19,19,4.31511253125559,5.6752654847301,5.6752654847301,0
5,20,20,4.58597873008568,4.80087504021605,4.80087504021605,0
5,21,21,3.9574226600869,4.21131561578854,4.21131561578854,0
5,22,22,4.06365023147079,3.98207283116631,3.98207283116631,0
5,23,23,4.09604190346183,4.62091136022389,4.62091136022389,0
5,24,24,3.91398097578996,2.54072057978881,2.54072057978881,0
6,0,0,5.74760931254444,3.10234513053235,3.10234513053235,1
6,1,1,5.2774933385362,4.34721770726531,4.34721770726531,1
6,2,2,5.68617059053865,4.04530612661124,4.04530612661124,1
6,3,3,5.58610773536591,4.79107943306116,4.79107943306116,1
6,4,4,5.72357223911492,3.4469008112397,3.4469008112397,1
6,5,5,5.6982756985523,3.83905327803411,3.83905327803411,1
6,6,6,NA,NA,3.29733818137206,1
6,7,7,NA,NA,4.04989621866737,1
6,8,8,NA,NA,3.05061082314816,1
6,9,9,NA,NA,4.20518751600673,1
6,10,10,NA,NA,3.09767347415329,1
6,11,11,NA,NA,4.79460672903991,1
6,12,12,NA,NA,3.94666189425911,1
6,13,13,NA,NA,3.05969902694854,1
6,14,14,NA,NA,5.65133954230923,1
6,15,15,NA,NA,1.71836210509854,1
6,16,16,NA,NA,2.96671945026183,1
6,17,17,NA,NA,5.7944252472525,1
6,18,18,NA,NA,2.81158352392037,1
6,19,19,NA,NA,2.79205435429541,1
6,20,20,NA,NA,3.80724826550585,1
6,21,21,NA,NA,3.27310898867821,1
6,22,22,NA,NA,3.33821191354041,1
6,23,23,NA,NA,3.64684634492877,1
6,24,24,NA,NA,3.29387011002234,1
7,0,0,3.72210030996061,4.027868970424,4.027868970424,0
7,1,1,3.15992702430902,4.3548403536486,4.3548403536486,0
7,2,2,4.46708000103348,2.88321139161041,2.88321139161041,0
7,3,3,3.04233160064169,3.60618605830885,3.60618605830885,0
7,4,4,2.67699978206994,2.17345980236764,2.17345980236764,0
7,5,5,2.90965870730345,3.33806388260545,3.33806388260545,0
7,6,6,3.38546477278647,3.44557806770423,3.44557806770423,0
7,7,7,3.82518062643409,3.45938782196101,3.45938782196101,0
7,8,8,5.00767316492157,4.64036867691351,4.64036867691351,0
7,9,9,3.26233413585307,3.77076587513038,3.77076587513038,0
7,10,10,2.67211825416506,4.97036491241666,4.97036491241666,0
7,11,11,3.62071466699398,0.744194893009531,0.744194893009531,0
7,12,12,4.33347373532205,2.44082041425989,2.44082041425989,0
7,13,13,3.61168164259012,2.75563745760638,2.75563745760638,0
7,14,14,3.04575117039616,3.33611624693625,3.33611624693625,0
7,15,15,2.64502241493468,5.10017212890379,5.10017212890379,0
7,16,16,4.54300117526579,5.12989207390017,5.12989207390017,0
7,17,17,2.62980938826462,4.04458445662684,4.04458445662684,0
7,18,18,3.53026262767775,2.85180778708972,2.85180778708972,0
7,19,19,3.29598303860428,2.60785544213736,2.60785544213736,0
7,20,20,4.74340918764361,4.59968300772843,4.59968300772843,0
7,21,21,3.56977489098303,4.65232581061778,4.65232581061778,0
7,22,22,4.16356701047211,4.62126652740861,4.62126652740861,0
7,23,23,2.80682634315602,1.89533633157549,1.89533633157549,0
7,24,24,4.07563474010721,2.86129247812746,2.86129247812746,0
8,0,0,5.71617377283062,4.88658351082195,4.88658351082195,0
8,1,1,5.21716675464147,4.6929552570001,4.6929552570001,0
8,2,2,4.85772964311974,2.22374381264914,2.22374381264914,0
8,3,3,4.01949505785221,3.41466594500635,3.41466594500635,0
8,4,4,5.92450316880389,4.27994966388164,4.27994966388164,0
8,5,5,4.76262796393233,6.39076518745779,6.39076518745779,0
8,6,6,4.59524134646596,4.67286289177802,4.67286289177802,0
8,7,7,4.16441408007086,4.04592778738237,4.04592778738237,0
8,8,8,5.09901792551901,4.69910195650958,4.69910195650958,0
8,9,9,4.082629024506,2.77474032321181,2.77474032321181,0
8,10,10,5.42988765778696,4.8178933696435,4.8178933696435,0
8,11,11,4.84072230757119,3.17634989661645,3.17634989661645,0
8,12,12,5.61197252128487,1.71532239523893,1.71532239523893,0
8,13,13,4.75009738136866,4.72589658451101,4.72589658451101,0
8,14,14,4.96435491010776,3.07234993110925,3.07234993110925,0
8,15,15,6.68621858129672,4.14657606611917,4.14657606611917,0
8,16,16,4.62243234859568,4.28414089896871,4.28414089896871,0
8,17,17,4.36518605182695,2.8096207633006,2.8096207633006,0
8,18,18,4.50710560940642,1.23515277618867,1.23515277618867,0
8,19,19,6.03815280345957,6.04213970765308,6.04213970765308,0
8,20,20,5.71883634166886,3.80403369629956,3.80403369629956,0
8,21,21,5.10677435959194,2.78232742069793,2.78232742069793,0
8,22,22,5.30579151521081,4.27826197059092,4.27826197059092,0
8,23,23,4.18736922122709,4.73421756743108,4.73421756743108,0
8,24,24,4.31318436364244,2.01494599476491,2.01494599476491,0
9,0,0,4.69536273461414,4.44891594356498,4.44891594356498,1
9,1,1,4.51368007506797,4.74685238618311,4.74685238618311,1
9,2,2,4.69801552712895,4.09449876137524,4.09449876137524,1
9,3,3,3.11864079745549,6.15084444579917,6.15084444579917,1
9,4,4,3.86907341578041,5.92712878046892,5.92712878046892,1
9,5,5,5.04160994320309,5.01798397686413,5.01798397686413,1
9,6,6,2.97674137014063,5.25310234158526,5.25310234158526,1
9,7,7,2.92663566372009,6.58024331999471,6.58024331999471,1
9,8,8,3.28320809017667,3.86214732972666,3.86214732972666,1
9,9,9,NA,NA,5.67217467196186,1
9,10,10,NA,NA,4.26647436090566,1
9,11,11,NA,NA,5.20010591469987,1
9,12,12,NA,NA,2.76267272957576,1
9,13,13,NA,NA,4.86977842671766,1
9,14,14,NA,NA,2.96904181469217,1
9,15,15,NA,NA,4.00093416662392,1
9,16,16,NA,NA,4.9311966186337,1
9,17,17,NA,NA,6.24530921389655,1
9,18,18,NA,NA,4.35848095655461,1
9,19,19,NA,NA,6.09084743058366,1
9,20,20,NA,NA,4.01566703658421,1
9,21,21,NA,NA,3.42531319493531,1
9,22,22,NA,NA,5.03455448411815,1
9,23,23,NA,NA,4.4042377474182,1
9,24,24,NA,NA,2.40711825800369,1
10,0,0,3.00519785315234,5.62305701743357,5.62305701743357,1
10,1,1,3.2271824386772,5.37061479988894,5.37061479988894,1
10,2,2,2.81414142933582,7.89563673631706,7.89563673631706,1
10,3,3,4.50769251361502,3.5008843219356,3.5008843219356,1
10,4,4,3.28744869317731,5.01733146493654,5.01733146493654,1
10,5,5,3.48295028837574,4.08944877786582,4.08944877786582,1
10,6,6,2.86924532365849,6.20812034804006,6.20812034804006,1
10,7,7,4.26871974843709,3.87073742669869,3.87073742669869,1
10,8,8,2.70756022352836,5.79280676435682,5.79280676435682,1
10,9,9,NA,NA,4.16279939327422,1
10,10,10,NA,NA,4.84924647084284,1
10,11,11,NA,NA,3.93051749734387,1
10,12,12,NA,NA,3.77075111627407,1
10,13,13,NA,NA,5.86710562085892,1
10,14,14,NA,NA,3.5475085833123,1
10,15,15,NA,NA,4.81666866374364,1
10,16,16,NA,NA,6.49092169406285,1
10,17,17,NA,NA,5.09189325602331,1
10,18,18,NA,NA,5.64120505300364,1
10,19,19,NA,NA,3.74705713472529,1
10,20,20,NA,NA,6.29111929406342,1
10,21,21,NA,NA,7.21951666750106,1
10,22,22,NA,NA,4.70617559402756,1
10,23,23,NA,NA,4.95092280008666,1
10,24,24,NA,NA,5.82741359656142,1
11,0,0,4.0917917400906,4.04058540093148,4.04058540093148,1
11,1,1,2.47389081621432,1.85358784752532,1.85358784752532,1
11,2,2,3.53483925265891,5.08059892794144,5.08059892794144,1
11,3,3,3.54994391736253,3.44925470678191,3.44925470678191,1
11,4,4,2.58709046560919,2.22139394282349,2.22139394282349,1
11,5,5,3.31528397418868,4.52720225575147,4.52720225575147,1
11,6,6,2.1138586303022,1.53575421802948,1.53575421802948,1
11,7,7,3.00113030993663,1.91443237228059,1.91443237228059,1
11,8,8,2.25763643480279,2.8554601074741,2.8554601074741,1
11,9,9,2.97820357891235,2.10908124095393,2.10908124095393,1
11,10,10,3.79692550766353,4.2623648386496,4.2623648386496,1
11,11,11,2.17913529710503,3.176299154453,3.176299154453,1
11,12,12,2.98057335375088,3.06284068750749,3.06284068750749,1
11,13,13,2.86452700633703,2.8976918733441,2.8976918733441,1
11,14,14,2.93612356429188,2.39509556564392,2.39509556564392,1
11,15,15,3.48039464091892,4.43707272543427,4.43707272543427,1
11,16,16,2.31782420809502,2.94572135671625,2.94572135671625,1
11,17,17,1.95582717052386,2.23821150196619,2.23821150196619,1
11,18,18,2.9092443184718,1.905261735727,1.905261735727,1
11,19,19,3.13430984332792,2.8148021216705,2.8148021216705,1
11,20,20,4.74030707869473,3.20501521604019,3.20501521604019,1
11,21,21,2.65474814183078,3.41025629054241,3.41025629054241,1
11,22,22,4.26068215677005,4.22504290482248,4.22504290482248,1
11,23,23,2.65207168376709,3.00370085520749,3.00370085520749,1
11,24,24,2.04165891350486,1.57414578883088,1.57414578883088,1
12,0,0,3.44787678041014,5.18125105270245,5.18125105270245,1
12,1,1,3.21229819747314,5.39974368670799,5.39974368670799,1
12,2,2,1.87423645398442,6.02804222953091,6.02804222953091,1
12,3,3,3.65541154381653,5.07723469336152,5.07723469336152,1
12,4,4,3.84072893317018,2.76869946539687,2.76869946539687,1
12,5,5,3.9979647722727,2.23896149877704,2.23896149877704,1
12,6,6,3.17429296359304,3.34674515946421,3.34674515946421,1
12,7,7,3.29035727991198,3.96214190203214,3.96214190203214,1
12,8,8,3.87675409521174,2.9020388157706,2.9020388157706,1
12,9,9,2.86202346586543,4.72662937961809,4.72662937961809,1
12,10,10,1.75295518967309,4.17380110085264,4.17380110085264,1
12,11,11,2.79919792063183,3.50713009285705,3.50713009285705,1
12,12,12,4.24502785258157,4.8548994900489,4.8548994900489,1
12,13,13,2.77338136394135,6.54319667602261,6.54319667602261,1
12,14,14,3.35147192525964,4.29635572903727,4.29635572903727,1
12,15,15,3.13951952383703,3.58780747316688,3.58780747316688,1
12,16,16,2.57285663238675,6.36806036032178,6.36806036032178,1
12,17,17,2.88974406266806,4.07653039400879,4.07653039400879,1
12,18,18,3.4702583284365,4.16441117911727,4.16441117911727,1
12,19,19,3.30424545676398,4.95558354369815,4.95558354369815,1
12,20,20,3.26998107253407,4.13542075732838,4.13542075732838,1
12,21,21,3.13190376763233,3.95688513512698,3.95688513512698,1
12,22,22,2.59782533905746,2.72941967191408,2.72941967191408,1
12,23,23,3.48170370261241,4.51103265982791,4.51103265982791,1
12,24,24,4.67895351846575,3.6121190461524,3.6121190461524,1
13,0,0,3.48930212250752,3.21591859547377,3.21591859547377,1
13,1,1,3.03536464694629,4.00285769912461,4.00285769912461,1
13,2,2,3.78244591138136,3.51063533410762,3.51063533410762,1
13,3,3,3.72119270568099,4.39249848766248,4.39249848766248,1
13,4,4,2.7864238715086,4.59493999573738,4.59493999573738,1
13,5,5,3.1990937968996,4.56221428138894,4.56221428138894,1
13,6,6,3.09004049550386,3.7942917361282,3.7942917361282,1
13,7,7,2.81345222471587,5.06206834747079,5.06206834747079,1
13,8,8,3.043536231344,5.39453152672484,5.39453152672484,1
13,9,9,4.20286813370192,3.08133765900412,3.08133765900412,1
13,10,10,2.19821065678328,5.9677391940682,5.9677391940682,1
13,11,11,3.32901413012336,5.10291295622562,5.10291295622562,1
13,12,12,3.04076237279921,2.66979091840635,2.66979091840635,1
13,13,13,NA,NA,3.87987876114533,1
13,14,14,NA,NA,5.08606064963558,1
13,15,15,NA,NA,3.75602489049996,1
13,16,16,NA,NA,3.41350158140434,1
13,17,17,NA,NA,5.94624677640358,1
13,18,18,NA,NA,2.98752855146859,1
13,19,19,NA,NA,4.52004179029745,1
13,20,20,NA,NA,6.54287221133145,1
13,21,21,NA,NA,1.78825719797725,1
13,22,22,NA,NA,5.41705048987808,1
13,23,23,NA,NA,3.01656423119955,1
13,24,24,NA,NA,4.5613312928474,1
14,0,0,2.91642304826272,3.21763939272405,3.21763939272405,0
14,1,1,3.73643586336744,3.64271127824563,3.64271127824563,0
14,2,2,4.51663110514827,4.31199040450229,4.31199040450229,0
14,3,3,4.26001977522945,3.073825493889,3.073825493889,0
14,4,4,4.59829679928284,4.34862350996471,4.34862350996471,0
14,5,5,4.51454662804696,4.37964393049006,4.37964393049006,0
14,6,6,3.98550662791028,4.10717523769054,4.10717523769054,0
14,7,7,5.07225779773877,4.81041228011526,4.81041228011526,0
14,8,8,5.18139996412807,2.9963374405572,2.9963374405572,0
14,9,9,4.40680735146777,4.54228200563476,4.54228200563476,0
14,10,10,4.04726986690209,3.99568957827713,3.99568957827713,0
14,11,11,3.87428539171491,4.23042125245831,4.23042125245831,0
14,12,12,3.46195824419317,3.43923741881664,3.43923741881664,0
14,13,13,4.39463562888388,3.98984219933776,3.98984219933776,0
14,14,14,3.71053165035657,4.30671772909491,4.30671772909491,0
14,15,15,4.29942296577641,2.0799892459389,2.0799892459389,0
14,16,16,4.96051136747054,3.69035639761735,3.69035639761735,0
14,17,17,3.83102491807636,3.94535903280081,3.94535903280081,0
14,18,18,2.87090814664046,6.45683228907575,6.45683228907575,0
14,19,19,4.32759778535538,3.85920902127567,3.85920902127567,0
14,20,20,3.28800752076918,2.03053734598729,2.03053734598729,0
14,21,21,2.62771531937588,3.25949510101557,3.25949510101557,0
14,22,22,5.0220963899156,2.3755559734895,2.3755559734895,0
14,23,23,3.93674722325219,3.52021505221183,3.52021505221183,0
14,24,24,4.31957021785486,4.03514562293714,4.03514562293714,0
15,0,0,4.29221446176761,2.43417110568762,2.43417110568762,0
15,1,1,4.04437530433327,4.65417706526991,4.65417706526991,0
15,2,2,4.20808075776706,5.40645573172041,5.40645573172041,0
15,3,3,3.77271968545461,4.79074607293349,4.79074607293349,0
15,4,4,3.20371437408135,4.9196214882542,4.9196214882542,0
15,5,5,3.42478627555561,3.68316799011131,3.68316799011131,0
15,6,6,3.56126930872943,4.03044935283718,4.03044935283718,0
15,7,7,3.67961963182599,3.35455559535957,3.35455559535957,0
15,8,8,2.78832587347771,5.18788366921787,5.18788366921787,0
15,9,9,3.29178554493495,4.8812501608649,4.8812501608649,0
15,10,10,3.86793797980347,2.05321068485623,2.05321068485623,0
15,11,11,3.59405409573682,2.80578011710069,2.80578011710069,0
15,12,12,3.31263829752672,3.42681990531529,3.42681990531529,0
15,13,13,NA,NA,4.22714450258194,0
15,14,14,NA,NA,4.1922665956073,0
15,15,15,NA,NA,1.6994380881209,0
15,16,16,NA,NA,4.28880731642066,0
15,17,17,NA,NA,5.31192755473877,0
15,18,18,NA,NA,2.61620513576016,0
15,19,19,NA,NA,5.96822848820542,0
15,20,20,NA,NA,2.53336564392414,0
15,21,21,NA,NA,3.27419395451141,0
15,22,22,NA,NA,3.4978832639706,0
15,23,23,NA,NA,5.37700076999268,0
15,24,24,NA,NA,4.67475036268202,0
16,0,0,2.91382229905735,2.92152321418331,2.92152321418331,0
16,1,1,3.79942820198845,2.04809047029483,2.04809047029483,0
16,2,2,4.61865740676615,2.64753733008951,2.64753733008951,0
16,3,3,2.58963552661995,3.82030520971303,3.82030520971303,0
16,4,4,3.83806286192109,1.80481123255702,1.80481123255702,0
16,5,5,1.47014552069124,2.35818992024414,2.35818992024414,0
16,6,6,2.82673810461415,3.61453584601756,3.61453584601756,0
16,7,7,1.9671204666472,1.97311603467921,1.97311603467921,0
16,8,8,3.89428284140662,3.82543618628847,3.82543618628847,0
16,9,9,1.79279873308269,3.95309931424243,3.95309931424243,0
16,10,10,1.75445518524613,1.98865577192857,1.98865577192857,0
16,11,11,2.88539181124964,3.18400843962305,3.18400843962305,0
16,12,12,4.08911305457549,3.08036034227398,3.08036034227398,0
16,13,13,3.89910979189742,3.67460871342573,3.67460871342573,0
16,14,14,1.89300057022158,2.3940138015406,2.3940138015406,0
16,15,15,3.64858705163477,2.87527420615252,2.87527420615252,0
16,16,16,4.54896711786844,2.28781454289885,2.28781454289885,0
16,17,17,3.82434531610256,2.66292712041196,2.66292712041196,0
16,18,18,1.34968263310434,4.55158117259704,4.55158117259704,0
16,19,19,NA,NA,1.04120560615406,0
16,20,20,NA,NA,4.10380443951674,0
16,21,21,NA,NA,3.61820401241286,0
16,22,22,NA,NA,2.58993432689616,0
16,23,23,NA,NA,2.57070471759617,0
16,24,24,NA,NA,3.59284051354046,0
17,0,0,3.87381553264255,4.52117347435822,4.52117347435822,1
17,1,1,4.73931729122633,5.61298158211855,5.61298158211855,1
17,2,2,5.7021583523248,3.60981308105006,3.60981308105006,1
17,3,3,4.4212663499592,5.39420026564051,5.39420026564051,1
17,4,4,4.67487925523891,2.96850972064379,2.96850972064379,1
17,5,5,4.41887491574682,2.41931078057783,2.41931078057783,1
17,6,6,5.12693098846365,3.23887635786616,3.23887635786616,1
17,7,7,NA,NA,2.38915457728753,1
17,8,8,NA,NA,3.53469440365082,1
17,9,9,NA,NA,5.05018554967284,1
17,10,10,NA,NA,4.54262260266829,1
17,11,11,NA,NA,4.86604526162198,1
17,12,12,NA,NA,6.00433193018419,1
17,13,13,NA,NA,4.63018846837531,1
17,14,14,NA,NA,2.37400363881408,1
17,15,15,NA,NA,4.40837147840262,1
17,16,16,NA,NA,1.7126716646125,1
17,17,17,NA,NA,4.746818119066,1
17,18,18,NA,NA,4.23273802457615,1
17,19,19,NA,NA,4.87149075516078,1
17,20,20,NA,NA,2.330641878664,1
17,21,21,NA,NA,4.85300890857668,1
17,22,22,NA,NA,4.92751330664978,1
17,23,23,NA,NA,3.81374179066395,1
17,24,24,NA,NA,5.65843410945288,1
18,0,0,4.25558730662227,5.17713573770944,5.17713573770944,0
18,1,1,4.13014244319623,4.27743012547621,4.27743012547621,0
18,2,2,4.34041459265667,6.02533466535748,6.02533466535748,0
18,3,3,4.6636230212484,4.84453828548978,4.84453828548978,0
18,4,4,4.45058165950712,4.04969552984912,4.04969552984912,0
18,5,5,NA,NA,3.33390477863186,0
18,6,6,NA,NA,3.41663788402856,0
18,7,7,NA,NA,4.67077983207073,0
18,8,8,NA,NA,5.03497065279472,0
18,9,9,NA,NA,3.73782301685729,0
18,10,10,NA,NA,3.24386382363675,0
18,11,11,NA,NA,1.14502634699253,0
18,12,12,NA,NA,4.18538220079537,0
18,13,13,NA,NA,3.66895052272695,0
18,14,14,NA,NA,3.40092442147019,0
18,15,15,NA,NA,2.25430694149922,0
18,16,16,NA,NA,1.0104661326845,0
18,17,17,NA,NA,4.3955567540361,0
18,18,18,NA,NA,2.79408465534517,0
18,19,19,NA,NA,2.87265185342541,0
18,20,20,NA,NA,4.27309762052073,0
18,21,21,NA,NA,4.17420311216993,0
18,22,22,NA,NA,1.75969320451125,0
18,23,23,NA,NA,4.76274849294373,0
18,24,24,NA,NA,4.45670627786389,0
19,0,0,4.34256331488364,5.0547721908128,5.0547721908128,0
19,1,1,4.92554919139323,2.65804006143365,2.65804006143365,0
19,2,2,5.21697708720512,4.28714793205572,4.28714793205572,0
19,3,3,3.4267941773632,5.10231153855036,5.10231153855036,0
19,4,4,4.09169596500266,4.27396876135033,4.27396876135033,0
19,5,5,3.73756594412178,3.76092997421167,3.76092997421167,0
19,6,6,3.91606502584335,5.13767197542476,5.13767197542476,0
19,7,7,4.1918047608801,4.20061115101514,4.20061115101514,0
19,8,8,5.38420831475797,4.48173571149847,4.48173571149847,0
19,9,9,3.87953983593076,4.74857238817927,4.74857238817927,0
19,10,10,4.73306130516036,4.58589730187155,4.58589730187155,0
19,11,11,4.62672293747599,3.36229293246147,3.36229293246147,0
19,12,12,4.71969983031909,3.96751906091041,3.96751906091041,0
19,13,13,4.1204121239027,4.07671266268304,4.07671266268304,0
19,14,14,4.36104020640594,4.51010682987442,4.51010682987442,0
19,15,15,3.59312627596112,5.09009576136953,5.09009576136953,0
19,16,16,NA,NA,3.34259707322175,0
19,17,17,NA,NA,5.44013439276172,0
19,18,18,NA,NA,5.01202323152657,0
19,19,19,NA,NA,3.34503338898038,0
19,20,20,NA,NA,6.0002240345495,0
19,21,21,NA,NA,4.29479763318511,0
19,22,22,NA,NA,3.15057676851266,0
19,23,23,NA,NA,4.41354054843319,0
19,24,24,NA,NA,2.86908328405881,0
20,0,0,2.16432598903819,6.74775371713222,6.74775371713222,1
20,1,1,3.40916685061885,6.12438954548587,6.12438954548587,1
20,2,2,3.24798076424839,7.87309801625129,7.87309801625129,1
20,3,3,3.43684922879405,6.06827367844064,6.06827367844064,1
20,4,4,3.64172442159317,6.24165375629306,6.24165375629306,1
20,5,5,4.58775288707325,5.36244072849569,5.36244072849569,1
20,6,6,3.21547062910632,6.35309284422243,6.35309284422243,1
