l2id,occasion,time,y,ycom,x,xcom,m,group
4,10,10,3.757690427,3.757690427,4.058783124,4.058783124,0,1
4,11,11,3.983839246,3.983839246,2.641053593,2.641053593,0,1
4,12,12,4.366112084,4.366112084,3.182302238,3.182302238,0,1
4,13,13,3.725924339,3.725924339,4.505788096,4.505788096,0,1
4,14,14,3.911946428,3.911946428,3.629389953,3.629389953,0,1
4,15,15,2.887631951,2.887631951,4.114716617,4.114716617,0,1
4,16,16,4.215674466,4.215674466,4.294338785,4.294338785,0,1
4,17,17,3.785687639,3.785687639,3.264094949,3.264094949,0,1
4,18,18,2.72769333,2.72769333,4.388734555,4.388734555,0,1
4,19,19,4.626072549,4.626072549,2.871260208,2.871260208,0,1
5,0,0,3.919350616,3.919350616,3.894136124,3.894136124,0,0
5,1,1,4.67147138,4.67147138,5.687334673,5.687334673,0,0
5,2,2,NA,3.994580683,NA,1.93158164,1,0
5,3,3,NA,4.538117515,NA,4.539495088,1,0
5,4,4,5.16002864,5.16002864,2.959447194,2.959447194,0,0
5,5,5,3.78863623,3.78863623,4.309846584,4.309846584,0,0
5,6,6,4.410882906,4.410882906,3.414027131,3.414027131,0,0
5,7,7,5.182667848,5.182667848,2.973713844,2.973713844,0,0
5,8,8,NA,3.767680938,NA,3.425939684,1,0
5,9,9,NA,4.392885344,NA,3.627039627,1,0
5,10,10,4.979290445,4.979290445,3.940641491,3.940641491,0,0
5,11,11,4.039900367,4.039900367,3.145394668,3.145394668,0,0
5,12,12,NA,4.336079909,NA,2.772556141,1,0
5,13,13,4.190025596,4.190025596,4.78157255,4.78157255,0,0
5,14,14,4.584384009,4.584384009,4.790151019,4.790151019,0,0
5,15,15,3.738277071,3.738277071,3.754531735,3.754531735,0,0
5,16,16,NA,4.520893737,NA,4.465612168,1,0
5,17,17,3.545170985,3.545170985,5.633361713,5.633361713,0,0
5,18,18,3.220854753,3.220854753,4.085016491,4.085016491,0,0
5,19,19,4.395359897,4.395359897,2.472880263,2.472880263,0,0
6,0,0,4.798709469,4.798709469,3.233753687,3.233753687,0,0
6,1,1,5.467228151,5.467228151,4.707626653,4.707626653,0,0
6,2,2,4.843330183,4.843330183,3.419317677,3.419317677,0,0
6,3,3,NA,4.514480864,NA,4.517425119,1,0
6,4,4,4.204917697,4.204917697,4.214981359,4.214981359,0,0
6,5,5,4.754176391,4.754176391,3.486853827,3.486853827,0,0
6,6,6,5.420106354,5.420106354,5.440729871,5.440729871,0,0
6,7,7,5.06801231,5.06801231,4.466564526,4.466564526,0,0
6,8,8,NA,4.648695409,NA,4.51007848,1,0
6,9,9,4.503051356,4.503051356,6.547746546,6.547746546,0,0
6,10,10,3.983653907,3.983653907,6.137283325,6.137283325,0,0
6,11,11,4.574983798,4.574983798,2.551019664,2.551019664,0,0
6,12,12,4.057593037,4.057593037,3.603948541,3.603948541,0,0
6,13,13,4.212822294,4.212822294,5.796302896,5.796302896,0,0
6,14,14,5.135330843,5.135330843,5.012993381,5.012993381,0,0
6,15,15,4.052454595,4.052454595,3.790468933,3.790468933,0,0
6,16,16,5.284430855,5.284430855,6.166376942,6.166376942,0,0
6,17,17,5.120204649,5.120204649,5.736182619,5.736182619,0,0
6,18,18,NA,5.033535154,NA,6.351705561,1,0
6,19,19,5.407422444,5.407422444,3.699231717,3.699231717,0,0
7,0,0,5.085075398,5.085075398,4.716750407,4.716750407,0,0
7,1,1,3.891622964,3.891622964,4.367683725,4.367683725,0,0
7,2,2,4.853910625,4.853910625,5.097245935,5.097245935,0,0
7,3,3,4.658209607,4.658209607,5.062592223,5.062592223,0,0
7,4,4,3.900466345,3.900466345,4.801860291,4.801860291,0,0
7,5,5,4.64574321,4.64574321,5.00911727,5.00911727,0,0
7,6,6,3.882890801,3.882890801,4.19125584,4.19125584,0,0
7,7,7,4.785125079,4.785125079,3.639744978,3.639744978,0,0
7,8,8,3.37841811,3.37841811,2.190365044,2.190365044,0,0
7,9,9,4.408259611,4.408259611,4.082889906,4.082889906,0,0
7,10,10,4.421766423,4.421766423,3.346657633,3.346657633,0,0
7,11,11,4.457669576,4.457669576,3.296744241,3.296744241,0,0
7,12,12,5.735621763,5.735621763,3.661262932,3.661262932,0,0
7,13,13,NA,5.006582885,NA,2.818926699,1,0
7,14,14,4.106499372,4.106499372,4.512037899,4.512037899,0,0
7,15,15,5.179765049,5.179765049,3.313993495,3.313993495,0,0
7,16,16,3.712326247,3.712326247,2.804775981,2.804775981,0,0
7,17,17,NA,4.559100849,NA,1.609623424,1,0
7,18,18,4.396472726,4.396472726,4.568756289,4.568756289,0,0
7,19,19,4.549988815,4.549988815,4.896077269,4.896077269,0,0
8,0,0,3.070623364,3.070623364,3.501963019,3.501963019,0,0
8,1,1,3.725900593,3.725900593,3.622369139,3.622369139,0,0
8,2,2,3.269849237,3.269849237,2.126582162,2.126582162,0,0
8,3,3,3.626822146,3.626822146,2.648239179,2.648239179,0,0
8,4,4,3.458186539,3.458186539,4.685780974,4.685780974,0,0
8,5,5,3.262552869,3.262552869,2.47174472,2.47174472,0,0
8,6,6,3.870921065,3.870921065,2.41080652,2.41080652,0,0
8,7,7,3.95405414,3.95405414,2.448956938,2.448956938,0,0
8,8,8,4.076282197,4.076282197,1.656348049,1.656348049,0,0
8,9,9,3.977386715,3.977386715,0.872051534,0.872051534,0,0
8,10,10,3.654841376,3.654841376,1.409037347,1.409037347,0,0
8,11,11,4.072698789,4.072698789,1.022648895,1.022648895,0,0
8,12,12,3.918777525,3.918777525,2.084089674,2.084089674,0,0
8,13,13,3.460716286,3.460716286,3.390590286,3.390590286,0,0
8,14,14,NA,4.644664419,NA,1.619253753,1,0
8,15,15,3.425746411,3.425746411,1.755320225,1.755320225,0,0
8,16,16,3.480849351,3.480849351,4.232415613,4.232415613,0,0
8,17,17,3.158279997,3.158279997,3.784761542,3.784761542,0,0
8,18,18,3.880004564,3.880004564,0.773525813,0.773525813,0,0
8,19,19,NA,3.915894266,NA,3.158598614,1,0
9,0,0,1.773473452,1.773473452,4.884360356,4.884360356,0,1
9,1,1,2.852975181,2.852975181,2.739393066,2.739393066,0,1
9,2,2,2.643552014,2.643552014,4.546448117,4.546448117,0,1
9,3,3,2.645170382,2.645170382,5.378611965,5.378611965,0,1
9,4,4,3.399309153,3.399309153,4.004748888,4.004748888,0,1
9,5,5,3.249062057,3.249062057,4.031062526,4.031062526,0,1
9,6,6,2.592759163,2.592759163,4.214311935,4.214311935,0,1
9,7,7,2.360292475,2.360292475,2.258787435,2.258787435,0,1
9,8,8,4.295452949,4.295452949,5.146216465,5.146216465,0,1
9,9,9,1.840981544,1.840981544,4.27634338,4.27634338,0,1
9,10,10,2.596656482,2.596656482,3.231772696,3.231772696,0,1
9,11,11,3.944982589,3.944982589,3.547975029,3.547975029,0,1
9,12,12,0.71364375,0.71364375,4.280593863,4.280593863,0,1
9,13,13,4.75428503,4.75428503,4.489467089,4.489467089,0,1
9,14,14,1.932731078,1.932731078,3.934796728,3.934796728,0,1
9,15,15,4.316669213,4.316669213,3.715387045,3.715387045,0,1
9,16,16,3.096391907,3.096391907,3.077494774,3.077494774,0,1
9,17,17,3.645676613,3.645676613,2.757685266,2.757685266,0,1
9,18,18,3.728090413,3.728090413,2.522665328,2.522665328,0,1
9,19,19,2.864911211,2.864911211,2.677306959,2.677306959,0,1
10,0,0,NA,5.172185617,NA,2.892409419,1,1
10,1,1,4.851309383,4.851309383,4.301640789,4.301640789,0,1
10,2,2,4.688677925,4.688677925,3.539634079,3.539634079,0,1
10,3,3,4.33430702,4.33430702,4.797990618,4.797990618,0,1
10,4,4,4.770400953,4.770400953,3.124437441,3.124437441,0,1
10,5,5,5.180944633,5.180944633,1.426419142,1.426419142,0,1
10,6,6,4.938554006,4.938554006,2.998214894,2.998214894,0,1
10,7,7,4.769860186,4.769860186,2.601448538,2.601448538,0,1
10,8,8,4.05757583,4.05757583,4.139643419,4.139643419,0,1
10,9,9,4.726408326,4.726408326,2.283746371,2.283746371,0,1
10,10,10,4.869969388,4.869969388,2.908078007,2.908078007,0,1
10,11,11,4.908060163,4.908060163,3.022633032,3.022633032,0,1
10,12,12,NA,4.955732739,NA,5.528623435,1,1
10,13,13,4.316604307,4.316604307,5.490579511,5.490579511,0,1
10,14,14,4.787367612,4.787367612,2.385506237,2.385506237,0,1
10,15,15,4.575655528,4.575655528,2.71686218,2.71686218,0,1
10,16,16,NA,5.355695422,NA,2.216133309,1,1
10,17,17,4.544206222,4.544206222,2.986549637,2.986549637,0,1
10,18,18,5.098358978,5.098358978,3.082126671,3.082126671,0,1
10,19,19,4.707460886,4.707460886,3.387064154,3.387064154,0,1
11,0,0,4.362494264,4.362494264,4.02679301,4.02679301,0,0
11,1,1,4.765298237,4.765298237,2.075307813,2.075307813,0,0
11,2,2,6.213443218,6.213443218,2.995991958,2.995991958,0,0
11,3,3,4.889392893,4.889392893,3.384393317,3.384393317,0,0
11,4,4,5.246084341,5.246084341,1.869191649,1.869191649,0,0
11,5,5,5.439663418,5.439663418,2.285077161,2.285077161,0,0
11,6,6,4.921225633,4.921225633,2.795906975,2.795906975,0,0
11,7,7,5.201177717,5.201177717,3.464799763,3.464799763,0,0
11,8,8,5.726801381,5.726801381,5.228549648,5.228549648,0,0
11,9,9,4.875691416,4.875691416,3.301834165,3.301834165,0,0
11,10,10,4.819812186,4.819812186,1.727100234,1.727100234,0,0
11,11,11,5.326300377,5.326300377,2.65616196,2.65616196,0,0
11,12,12,5.044161577,5.044161577,3.29553644,3.29553644,0,0
11,13,13,5.41704551,5.41704551,0.951955256,0.951955256,0,0
11,14,14,5.523298583,5.523298583,5.534873293,5.534873293,0,0
11,15,15,6.296216428,6.296216428,3.741708068,3.741708068,0,0
11,16,16,5.363646237,5.363646237,2.656818782,2.656818782,0,0
11,17,17,4.946192013,4.946192013,3.149786011,3.149786011,0,0
11,18,18,5.258703366,5.258703366,3.184289701,3.184289701,0,0
11,19,19,5.501559132,5.501559132,3.896011537,3.896011537,0,0
12,0,0,5.507720415,5.507720415,2.896750387,2.896750387,0,0
12,1,1,5.602796118,5.602796118,5.53055659,5.53055659,0,0
12,2,2,5.813966678,5.813966678,2.980021243,2.980021243,0,0
12,3,3,5.477101405,5.477101405,4.161053485,4.161053485,0,0
12,4,4,5.186678246,5.186678246,5.343529817,5.343529817,0,0
12,5,5,5.709654179,5.709654179,1.740786274,1.740786274,0,0
12,6,6,6.0604003,6.0604003,3.069720162,3.069720162,0,0
12,7,7,5.242746046,5.242746046,3.981047113,3.981047113,0,0
12,8,8,5.438794914,5.438794914,4.222307719,4.222307719,0,0
12,9,9,5.355600644,5.355600644,4.636509926,4.636509926,0,0
12,10,10,5.330202996,5.330202996,5.076723623,5.076723623,0,0
12,11,11,5.317260933,5.317260933,5.125004243,5.125004243,0,0
12,12,12,5.688145712,5.688145712,4.085435236,4.085435236,0,0
12,13,13,5.303078787,5.303078787,5.166718706,5.166718706,0,0
12,14,14,5.591597682,5.591597682,3.4874647,3.4874647,0,0
12,15,15,5.541918762,5.541918762,5.074466528,5.074466528,0,0
12,16,16,5.721457824,5.721457824,2.060047672,2.060047672,0,0
12,17,17,5.047271016,5.047271016,4.343218458,4.343218458,0,0
12,18,18,5.627265073,5.627265073,3.110893057,3.110893057,0,0
12,19,19,5.788363229,5.788363229,3.130336149,3.130336149,0,0
13,0,0,4.737875408,4.737875408,2.460625706,2.460625706,0,1
13,1,1,3.378527447,3.378527447,4.706950746,4.706950746,0,1
13,2,2,2.789319548,2.789319548,4.619121699,4.619121699,0,1
13,3,3,4.1612124,4.1612124,4.155851055,4.155851055,0,1
13,4,4,3.689421832,3.689421832,3.345623981,3.345623981,0,1
13,5,5,5.48530403,5.48530403,3.383467135,3.383467135,0,1
13,6,6,6.05885611,6.05885611,1.123309136,1.123309136,0,1
13,7,7,3.38790613,3.38790613,5.440868441,5.440868441,0,1
13,8,8,2.800189955,2.800189955,5.192055181,5.192055181,0,1
13,9,9,5.245359507,5.245359507,3.077539584,3.077539584,0,1
13,10,10,NA,4.034988596,NA,3.089582005,1,1
13,11,11,4.294128849,4.294128849,2.105495512,2.105495512,0,1
13,12,12,NA,4.685281359,NA,3.271062095,1,1
13,13,13,4.067317524,4.067317524,3.912202328,3.912202328,0,1
13,14,14,4.624960543,4.624960543,3.024952059,3.024952059,0,1
13,15,15,NA,5.370588188,NA,2.513805071,1,1
13,16,16,NA,4.536555954,NA,4.502954317,1,1
13,17,17,3.315876434,3.315876434,3.942196418,3.942196418,0,1
13,18,18,3.039503335,3.039503335,4.392582267,4.392582267,0,1
13,19,19,3.732734389,3.732734389,4.778664285,4.778664285,0,1
14,0,0,4.145306818,4.145306818,1.190732159,1.190732159,0,0
14,1,1,4.312604107,4.312604107,3.425517822,3.425517822,0,0
14,2,2,4.137794939,4.137794939,1.962112603,1.962112603,0,0
14,3,3,4.086803103,4.086803103,3.156497405,3.156497405,0,0
14,4,4,4.812268094,4.812268094,2.228091964,2.228091964,0,0
14,5,5,4.484275736,4.484275736,4.184271333,4.184271333,0,0
14,6,6,5.026660466,5.026660466,2.569654327,2.569654327,0,0
14,7,7,4.795273605,4.795273605,3.284668004,3.284668004,0,0
14,8,8,4.536295847,4.536295847,3.966923346,3.966923346,0,0
14,9,9,4.48617571,4.48617571,2.774177925,2.774177925,0,0
14,10,10,4.627303038,4.627303038,3.668070547,3.668070547,0,0
14,11,11,3.590885688,3.590885688,3.896550483,3.896550483,0,0
14,12,12,5.189876422,5.189876422,2.736939042,2.736939042,0,0
14,13,13,4.849146519,4.849146519,4.646206893,4.646206893,0,0
14,14,14,4.55890747,4.55890747,3.224570357,3.224570357,0,0
14,15,15,4.213085891,4.213085891,3.300053216,3.300053216,0,0
14,16,16,4.707868534,4.707868534,2.60001237,2.60001237,0,0
14,17,17,4.652056348,4.652056348,4.379500436,4.379500436,0,0
14,18,18,3.882637457,3.882637457,1.100384781,1.100384781,0,0
14,19,19,4.818027576,4.818027576,3.063874375,3.063874375,0,0
15,0,0,5.314315365,5.314315365,3.539739042,3.539739042,0,0
15,1,1,4.62361479,4.62361479,4.306005524,4.306005524,0,0
15,2,2,5.193749541,5.193749541,5.959368545,5.959368545,0,0
15,3,3,5.238801287,5.238801287,4.682097714,4.682097714,0,0
15,4,4,3.931813532,3.931813532,3.730384211,3.730384211,0,0
15,5,5,4.577038312,4.577038312,4.618778824,4.618778824,0,0
15,6,6,4.42995057,4.42995057,5.429123127,5.429123127,0,0
15,7,7,5.347295936,5.347295936,3.69090122,3.69090122,0,0
15,8,8,5.084614562,5.084614562,3.933801443,3.933801443,0,0
15,9,9,5.07628343,5.07628343,4.115057403,4.115057403,0,0
15,10,10,5.334233942,5.334233942,3.460060142,3.460060142,0,0
15,11,11,4.928962288,4.928962288,3.853512553,3.853512553,0,0
15,12,12,4.82368079,4.82368079,4.416835679,4.416835679,0,0
15,13,13,4.055634357,4.055634357,3.121745838,3.121745838,0,0
15,14,14,5.239475608,5.239475608,3.481154187,3.481154187,0,0
15,15,15,4.245820543,4.245820543,6.019272631,6.019272631,0,0
15,16,16,4.546554894,4.546554894,3.256865454,3.256865454,0,0
15,17,17,4.600676715,4.600676715,2.139822978,2.139822978,0,0
15,18,18,4.507590486,4.507590486,2.408998359,2.408998359,0,0
15,19,19,4.317059136,4.317059136,3.422076496,3.422076496,0,0
16,0,0,4.382071966,4.382071966,5.255417144,5.255417144,0,0
16,1,1,5.021564181,5.021564181,1.002384237,1.002384237,0,0
16,2,2,3.854666627,3.854666627,2.502719103,2.502719103,0,0
16,3,3,4.008080582,4.008080582,1.427277078,1.427277078,0,0
16,4,4,3.48031759,3.48031759,3.523468578,3.523468578,0,0
16,5,5,3.858424907,3.858424907,0.903769314,0.903769314,0,0
16,6,6,3.58586455,3.58586455,2.232330277,2.232330277,0,0
16,7,7,4.235323385,4.235323385,4.737234136,4.737234136,0,0
16,8,8,4.167520611,4.167520611,3.184871077,3.184871077,0,0
16,9,9,4.282900863,4.282900863,2.66309656,2.66309656,0,0
16,10,10,3.964721392,3.964721392,2.89999733,2.89999733,0,0
16,11,11,4.5020185,4.5020185,4.630664423,4.630664423,0,0
16,12,12,4.116216515,4.116216515,3.778458105,3.778458105,0,0
16,13,13,4.354296004,4.354296004,3.427106182,3.427106182,0,0
16,14,14,4.037415495,4.037415495,4.371711022,4.371711022,0,0
16,15,15,4.441876292,4.441876292,1.022616578,1.022616578,0,0
16,16,16,3.942096461,3.942096461,3.334897027,3.334897027,0,0
16,17,17,4.401545439,4.401545439,2.119218603,2.119218603,0,0
16,18,18,4.749930494,4.749930494,4.043552901,4.043552901,0,0
16,19,19,4.457820004,4.457820004,3.019145377,3.019145377,0,0
17,0,0,4.637101404,4.637101404,2.89503009,2.89503009,0,0
17,1,1,4.891002045,4.891002045,2.190689748,2.190689748,0,0
17,2,2,2.390634321,2.390634321,4.086900169,4.086900169,0,0
17,3,3,4.003861998,4.003861998,3.481939226,3.481939226,0,0
17,4,4,4.342724255,4.342724255,4.394463919,4.394463919,0,0
17,5,5,3.763375329,3.763375329,4.667199656,4.667199656,0,0
17,6,6,3.436920423,3.436920423,4.323802283,4.323802283,0,0
17,7,7,3.181911622,3.181911622,4.874375741,4.874375741,0,0
17,8,8,NA,4.144823711,NA,3.959797811,1,0
17,9,9,NA,4.553617186,NA,2.768734836,1,0
17,10,10,4.449564872,4.449564872,1.641947728,1.641947728,0,0
17,11,11,3.313490404,3.313490404,3.092127239,3.092127239,0,0
17,12,12,1.943122632,1.943122632,4.426331076,4.426331076,0,0
17,13,13,NA,4.283787787,NA,6.811856858,1,0
17,14,14,NA,4.501549562,NA,3.879296418,1,0
17,15,15,NA,3.123367516,NA,5.732322406,1,0
17,16,16,3.439145717,3.439145717,5.767920322,5.767920322,0,0
17,17,17,3.561217634,3.561217634,3.952835842,3.952835842,0,0
17,18,18,2.810130963,2.810130963,2.63595734,2.63595734,0,0
17,19,19,3.690414123,3.690414123,1.657981336,1.657981336,0,0
18,0,0,NA,4.363487171,NA,3.528284339,1,0
18,1,1,2.864177632,2.864177632,3.620591822,3.620591822,0,0
18,2,2,4.574205497,4.574205497,4.436933268,4.436933268,0,0
18,3,3,4.171189195,4.171189195,3.4447424,3.4447424,0,0
18,4,4,4.499777855,4.499777855,4.445695625,4.445695625,0,0
18,5,5,4.572952945,4.572952945,2.865987638,2.865987638,0,0
18,6,6,3.974892558,3.974892558,3.06311176,3.06311176,0,0
18,7,7,3.879688871,3.879688871,4.239911512,4.239911512,0,0
18,8,8,3.984309031,3.984309031,4.058371361,4.058371361,0,0
18,9,9,4.132692308,4.132692308,2.568370268,2.568370268,0,0
18,10,10,3.627287851,3.627287851,3.035830876,3.035830876,0,0
18,11,11,NA,4.483291397,NA,2.159243952,1,0
18,12,12,3.182170806,3.182170806,3.230023283,3.230023283,0,0
18,13,13,3.521333357,3.521333357,3.496103656,3.496103656,0,0
18,14,14,3.193478359,3.193478359,3.958251391,3.958251391,0,0
18,15,15,4.393730046,4.393730046,2.165575134,2.165575134,0,0
18,16,16,NA,4.162760803,NA,3.339032451,1,0
18,17,17,4.962583977,4.962583977,2.123714216,2.123714216,0,0
18,18,18,NA,5.077364738,NA,4.962689962,1,0
18,19,19,NA,5.328964396,NA,2.61947965,1,0
19,0,0,4.563982751,4.563982751,4.161572833,4.161572833,0,0
19,1,1,NA,5.574424457,NA,5.543912693,1,0
19,2,2,NA,5.143435368,NA,4.395711361,1,0
19,3,3,4.89053695,4.89053695,4.607663723,4.607663723,0,0
19,4,4,4.292369856,4.292369856,3.117571242,3.117571242,0,0
19,5,5,4.687614884,4.687614884,3.94274413,3.94274413,0,0
19,6,6,3.770893523,3.770893523,2.679957103,2.679957103,0,0
19,7,7,3.549963787,3.549963787,3.502604517,3.502604517,0,0
19,8,8,NA,4.770973003,NA,2.068703991,1,0
19,9,9,4.407346979,4.407346979,2.850273764,2.850273764,0,0
19,10,10,5.308400035,5.308400035,3.634950124,3.634950124,0,0
19,11,11,NA,6.143064194,NA,4.366226657,1,0
19,12,12,5.301756323,5.301756323,4.656102953,4.656102953,0,0
19,13,13,NA,5.553459792,NA,3.412737014,1,0
19,14,14,4.666014564,4.666014564,3.361010625,3.361010625,0,0
19,15,15,3.962081044,3.962081044,3.649624272,3.649624272,0,0
19,16,16,4.200781944,4.200781944,3.253121066,3.253121066,0,0
19,17,17,5.922661534,5.922661534,2.722776206,2.722776206,0,0
19,18,18,NA,6.566649621,NA,3.35465564,1,0
19,19,19,3.084678427,3.084678427,4.219422524,4.219422524,0,0
20,0,0,2.465772572,2.465772572,4.324343113,4.324343113,0,1
20,1,1,3.819038595,3.819038595,4.073268154,4.073268154,0,1
20,2,2,3.371151624,3.371151624,5.857094399,5.857094399,0,1
20,3,3,4.00961472,4.00961472,5.770517261,5.770517261,0,1
20,4,4,3.96882083,3.96882083,4.327259682,4.327259682,0,1
20,5,5,3.171195392,3.171195392,5.33833533,5.33833533,0,1
20,6,6,3.383942975,3.383942975,4.625981241,4.625981241,0,1
20,7,7,1.663981739,1.663981739,4.452996878,4.452996878,0,1
20,8,8,3.943284322,3.943284322,5.062422629,5.062422629,0,1
20,9,9,NA,3.966451598,NA,4.385877131,1,1
20,10,10,3.198795187,3.198795187,5.078236839,5.078236839,0,1
20,11,11,2.335546199,2.335546199,4.236848938,4.236848938,0,1
20,12,12,3.519215325,3.519215325,3.794106346,3.794106346,0,1
20,13,13,2.882931607,2.882931607,4.667291285,4.667291285,0,1
20,14,14,NA,3.690799265,NA,3.246682782,1,1
20,15,15,2.432130589,2.432130589,6.298452626,6.298452626,0,1
20,16,16,3.732340728,3.732340728,4.455033046,4.455033046,0,1
20,17,17,3.540796695,3.540796695,3.978383688,3.978383688,0,1
20,18,18,4.066337409,4.066337409,3.869824566,3.869824566,0,1
20,19,19,NA,3.507743487,NA,5.523299288,1,1
21,0,0,3.929512041,3.929512041,4.342474098,4.342474098,0,0
21,1,1,5.405732783,5.405732783,5.26798129,5.26798129,0,0
21,2,2,4.531135939,4.531135939,5.745826403,5.745826403,0,0
21,3,3,5.272176017,5.272176017,5.667038011,5.667038011,0,0
21,4,4,4.261208835,4.261208835,3.613270191,3.613270191,0,0
21,5,5,5.516040247,5.516040247,2.965489814,2.965489814,0,0
21,6,6,5.228735869,5.228735869,4.714373352,4.714373352,0,0
21,7,7,5.088116095,5.088116095,4.373272061,4.373272061,0,0
21,8,8,NA,6.441722549,NA,4.991630092,1,0
21,9,9,NA,6.508450921,NA,6.266412619,1,0
21,10,10,3.493894876,3.493894876,4.84148615,4.84148615,0,0
21,11,11,3.981640956,3.981640956,4.091373431,4.091373431,0,0
21,12,12,3.012920294,3.012920294,6.02917539,6.02917539,0,0
21,13,13,4.813510598,4.813510598,4.760312946,4.760312946,0,0
21,14,14,5.037548007,5.037548007,4.658501903,4.658501903,0,0
21,15,15,4.111280236,4.111280236,4.649482201,4.649482201,0,0
21,16,16,4.439126041,4.439126041,5.662039213,5.662039213,0,0
21,17,17,5.30301438,5.30301438,5.362112211,5.362112211,0,0
21,18,18,3.784275052,3.784275052,3.642255605,3.642255605,0,0
21,19,19,4.813196205,4.813196205,3.202648876,3.202648876,0,0
